Code,Food name in English,Food name in French,BiblioID/Source,Scientific name,FoodEx2 Code,FoodEx2 Description,Exact Match (Yes/No),Comments
02_056,"Cocoyam, tuber, yellow, boiled* (as part of a recipe)","Chou caraïbe, tubercule, jaune, bouilli* (ingrédient de recette)",calc. from / de 02_043,Xanthosoma sagittifolium,A010A#F28.A07GL$F10.A0F5H,"Tannias, PROCESS = Boiling, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_055,"Cocoyam, tuber, yellow, boiled* (without salt), drained","Chou caraïbe, tubercule, jaune, bouilli* (sans sel), égoutté",calc. from / de 02_043,Xanthosoma sagittifolium,A010A#F28.A07GL$F10.A0CQE$F10.A0F5H,"Tannias, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Yellow",No,
02_086,Cou nin zindo (Burkina Faso)*: yam and vegetable stew,Cou nin zindo (Burkina Faso)*: ragoût d’igname et légumes,calc. from recipe / de recette,,-,-,-,
02_081,"French fries, deep fried in unfortified vegetable oil*","Pommes de terre, frites dans l’huile végétale non enrichie*",calc. from recipe / de recette,,-,-,-,Variety missing
02_089,Fufu of ripe and unripe plantain with red palm oil (Burkina Faso)*,Foufou de bananes plantain mûres et vertes avec huile de palme rouge (Burkina Faso)*,calc. from recipe / de recette,,-,-,-,
02_088,Fufu of ripe plantain with red palm oil (Burkina Faso)*,Foufou de bananes plantain mûres avec huile de palme rouge (Burkina Faso)*,calc. from recipe / de recette,,-,-,-,Variety missing
02_096,Fufu of unripe plantain with red palm oil (Burkina Faso)*,Foufou de bananes plantain vertes avec huile de palme rouge (Burkina Faso)*,calc. from recipe / de recette,,-,-,-,Variety missing
02_099,Fufu of unripe plantain with shea butter (Burkina Faso)*,Foufou de bananes plantain vertes avec beurre de karité (Burkina Faso)*,calc. from recipe / de recette,,-,-,-,Variety missing
02_094,Kou né barâand kanss saagbo (Burkina Faso)*: foutou of yam and unripe plantain,Kou né barâand kanss saagbo (Burkina Faso)*: foutou d´igname et banane plantain verte,calc. from recipe / de recette,,-,-,-,Variety missing
02_098,Kou né barâand moomd saagbo (Burkina Faso)*: foutou of yam with ripe plantain,Kou né barâand moomd saagbo (Burkina Faso)*: foutou d´igname avec banane plantain mûre,calc. from recipe / de recette,,-,-,-,Variety missing
02_090,Kou né kamoag fufu (Burkina Faso)*: fufu of yam with shea butter,Kou né kamoag foufou (Burkina Faso)*: foufou d´igname au beurre de karité,calc. from recipe / de recette,,-,-,-,Variety missing
02_087,Kou né téhi kaam fufu (Burkina Faso)*: fufu of yam and red palm oil,Kou né téhi kaam foufou (Burkina Faso)*: foufou d´igname avec huile de palme rouge,calc. from recipe / de recette,,-,-,-,
02_097,Kou saagbo (Burkina Faso)*: foutou of yam,Kou saagbo (Burkina Faso)*: foutou d’igname,calc. from recipe / de recette,,-,-,-,
02_084,"Plantain, deep fried in unfortified vegetable oil*","Banane plantain, frite dans l’huile végétale non enrichie*",calc. from recipe / de recette,,-,-,-,Flesh-related color missing. It was added as qualitative info
02_042,"Plantain, ripe, ivory flesh, raw","Banane plantain, mûre, chair ivoire, crue","1P(25), 2P(57), 3P(4), 12B(Plantain, raw / Banane plantain), BF1001, IN17(D063), US28(09277)",Musa paradisica,A01LE#F28.A07HS$F10.A07XL$F10.A0F2R,"Plantains, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_058,"Plantain, ripe, ivory flesh, boiled* (as part of a recipe)","Banane plantain, mûre, chair ivoire, bouillie* (ingrédient de recette)",calc. from / de 02_042,Musa paradisica,A01LE#F28.A07GL$F10.A07XL$F10.A0F2R,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_057,"Plantain, ripe, ivory flesh, boiled* (without salt), drained","Banane plantain, mûre, chair ivoire, bouillie* (sans sel), égouttée",calc. from / de 02_042,Musa paradisica,A01LE#F28.A07GL$F10.A0CQE$F10.A0F2R$F10.A07XL,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Ripe / mature",No,Flesh-related color missing. It was added as qualitative info
02_044,"Plantain, ripe, orange flesh, raw","Banane plantain, mûre, chair orange, crue","3P(4), IN17(D063), NC2009, 02_042",Musa spp.,A01LE#F28.A07HS$F10.A07XL$F10.A0F5J,"Plantains, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_060,"Plantain, ripe, orange flesh, boiled* (as part of a recipe)","Banane plantain, mûre, chair orange, bouillie* (ingrédient de recette)",calc. from / de 02_044,Musa spp.,A01LE#F28.A07GL$F10.A07XL$F10.A0F5J,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_059,"Plantain, ripe, orange flesh, boiled* (without salt), drained","Banane plantain, mûre, chair orange, bouillie* (sans sel), égouttée",calc. from / de 02_044,Musa spp.,A01LE#F28.A07GL$F10.A0CQE$F10.A07XL$F10.A0F5J,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_046,"Plantain, unripe, ivory flesh, raw","Banane plantain, verte, chair ivoire, crue","NC2009, 02_045",Musa spp.,A01LE#F28.A07HS$F10.A07XM$F10.A0F2R,"Plantains, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_065,"Plantain, unripe, ivory flesh, boiled* (as part of a recipe)","Banane plantain, verte, chair ivoire, bouillie* (ingrédient de recette)",calc. from / de 02_046,Musa spp.,A01LE#F28.A07GL$F10.A07XM$F10.A0F2R,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_064,"Plantain, unripe, ivory flesh, boiled* (without salt), drained","Banane plantain, verte, chair ivoire, bouillie* (sans sel), égouttée",calc. from / de 02_046,Musa spp.,A01LE#F28.A07GL$F10.A0CQE$F10.A0F2R$F10.A07XM,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White, QUALITATIVE-INFO = Unripe / immature",No,Flesh-related color missing. It was added as qualitative info
02_047,"Plantain, unripe, orange flesh, raw","Banane plantain, verte, chair orange, crue","NC2009, 02_045",Musa spp.,A01LE#F28.A07HS$F10.A07XM$F10.A0F5J,"Plantains, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_067,"Plantain, unripe, orange flesh, boiled* (as part of a recipe)","Banane plantain, verte, chair orange, bouillie* (ingrédient de recette)",calc. from / de 02_047,Musa spp.,A01LE#F28.A07GL$F10.A07XM$F10.A0F5J,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_066,"Plantain, unripe, orange flesh, boiled* (without salt), drained","Banane plantain, verte, chair orange, bouillie* (sans sel), égouttée",calc. from / de 02_047,Musa spp.,A01LE#F28.A07GL$F10.A0CQE$F10.A07XM$F10.A0F5J,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_045,"Plantain, unripe, pale flesh, raw","Banane plantain, verte, chair claire, crue","2P(58), 16V(48), 11E(Plantain banana, green / Banane plantain, verte), BF1001, GH1037, NG1175, NG1114, NG1220, IN17(D063), KEN18(002004)",Musa spp.,A01LE#F28.A07HS$F10.A07XM$F10.A0F2Z,"Plantains, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_063,"Plantain, unripe, pale flesh, boiled* (as part of a recipe)","Banane plantain, verte, chair claire, bouillie* (ingrédient de recette)",calc. from / de 02_045,Musa spp.,A01LE#F28.A07GL$F10.A07XM$F10.A0F2Z,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_062,"Plantain, unripe, pale flesh, boiled* (without salt), drained","Banane plantain, verte, chair claire, bouillie* (sans sel), égouttée",calc. from / de 02_045,Musa spp.,A01LE#F28.A07GL$F10.A0CQE$F10.A07XM$F10.A0F2Z,"Plantains, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_048,"Plantain, unripe, pale flesh, flour","Banane plantain, verte, chair claire, farine","d14BIO, NG1140, NG1162, 02_045",Musa spp.,A01MA#F27.A01LE$F28.A07LA$F10.A07XM$F03.A06JD,"Dried fruit, SOURCE-COMMODITIES = Plantains, PROCESS = Grinding / milling / crushing, QUALITATIVE-INFO = Unripe / immature, PHYSICAL-STATE = Powder",No,Flesh-related color missing. It was added as qualitative info
02_095,"Porridge, tô, from gari and tomato paste (Burkina Faso)*","Bouillie, tô, de gari et concentré de tomate (Burkina Faso)*",calc. from recipe / de recette,,-,-,-,Flesh-related color missing. It was added as qualitative info
02_085,Potato nin zindo (Burkina Faso)*: potato and vegetable stew,Pomme de terre nin zindo (Burkina Faso)*: ragoût de pommes de terre et légumes,calc. from recipe / de recette,,-,-,-,Flesh-related color missing. It was added as qualitative info
02_009,"Potato, raw","Pomme de terre, crue","1T(92), 2P(74), 4E(Potato, raw / Pomme de terre crue), 11E(Potato / Pomme de terre, crue), 12B(106), 16V(50), AU14(13A11905), CTA(50), IN17(F006; F007; F008), MA1018, NG1142, SA10(4154; 4121), SA1016, SGS",Solanum tuberosum,A00ZX#F28.A07HS,"Main-crop potatoes, PROCESS = Raw, no heat treatment",Yes,Flesh-related color missing. It was added as qualitative info
02_068,"Potato, boiled* (as part of a recipe)","Pomme de terre, bouillie* (ingrédient de recette)",calc. from / de 02_009,Solanum tuberosum,A00ZX#F28.A07GL,"Main-crop potatoes, PROCESS = Boiling",Yes,Flesh-related color missing. It was added as qualitative info
02_010,"Potato, boiled* (without salt), drained","Pomme de terre, bouillie* (sans sel), égouttée",calc. from / de 02_009,Solanum tuberosum,A00ZX#F28.A07GL$F10.A0CQE,"Main-crop potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt",Yes,Flesh-related color missing. It was added as qualitative info
02_011,"Sweet potato, deep yellow flesh, raw","Patate douce, chair jaune foncé, crue","FAO(247), 02_022",Ipomoea spp.,A010C#F28.A07HS$F10.A0F5H,"Sweet potatoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_070,"Sweet potato, deep yellow flesh, boiled* (as part of a recipe)","Patate douce, chair jaune foncé, bouillie* (ingrédient de recette)",calc. from / de 02_011,Ipomoea spp.,A010C#F28.A07GL$F10.A0F5H,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_012,"Sweet potato, deep yellow flesh, boiled* (without salt), drained","Patate douce, chair jaune foncé, bouillie* (sans sel), égouttée",calc. from / de 02_011,Ipomoea spp.,A010C#F28.A07GL$F10.A0CQE$F10.A0F5H,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_049,"Sweet potato, orange flesh, raw","Patate douce, chair orange, crue","AU14(13A11712), 07FG, IN17(F013), NG1128, SA1019, 02_022",Ipomoea batatas,A010C#F28.A07HS$F10.A0F5J,"Sweet potatoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_073,"Sweet potato, orange flesh, boiled* (as part of a recipe)","Patate douce, chair orange, bouillie* (ingrédient de recette)",calc. from / de 02_049,Ipomoea batatas,A010C#F28.A07GL$F10.A0F5J,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_072,"Sweet potato, orange flesh, boiled* (without salt), drained","Patate douce, chair orange, bouillie* (sans sel), égouttée",calc. from / de 02_049,Ipomoea batatas,A010C#F28.A07GL$F10.A0CQE$F10.A0F5J,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Orange",No,Flesh-related color missing. It was added as qualitative info
02_022,"Sweet potato, pale flesh (white/cream/pale yellow), raw","Patate douce, chair claire (blanche/crème/jaune pâle), crue","1P(30), 1T(89), 2P(53), 6B, 07FG, 11E(Sweet potato / Patate douce), 12B(105), 16V(52; 54), AU14(13A12015), CTA(47), MA1018, IN17(F014), NG1039, SA10(4184)",Ipomoea batatas,A010C#F28.A07HS$F10.A0F2Z,"Sweet potatoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_069,"Sweet potato, pale flesh (white/cream/pale yellow), boiled* (as part of a recipe)","Patate douce, chair claire (blanche/crème/jaune pâle), bouillie* (ingrédient de recette)",calc. from / de 02_022,Ipomoea batatas,A010C#F28.A07GL$F10.A0F2Z,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_023,"Sweet potato, pale flesh (white/cream/pale yellow), boiled* (without salt), drained","Patate douce, chair claire (blanche/crème/jaune pâle), bouillie* (sans sel), égouttée",calc. from / de 02_022,Ipomoea batatas,A010C#F28.A07GL$F10.A0CQE$F10.A0F2Z,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Pale/light colour",No,Flesh-related color missing. It was added as qualitative info
02_013,"Sweet potato, yellow flesh, raw","Patate douce, chair jaune, crue","3B(Sweet potato / Patate douce), 4E(Sweet potato, yellow, raw / Patate douce jaune, crue), 11E(Sweet potato, root, raw, yellow / Patate douce, racine crue, jaune), CTA(49), IN17(F013), 02_022",Ipomea batatas,A010C#F28.A07HS$F10.A0F5H,"Sweet potatoes, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Yellow",No,
02_071,"Sweet potato, yellow flesh, boiled* (as part of a recipe)","Patate douce, chair jaune, bouillie* (ingrédient de recette)",calc. from / de 02_013,Ipomea batatas,A010C#F28.A07GL$F10.A0F5H,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_014,"Sweet potato, yellow flesh, boiled* (without salt), drained","Patate douce, chair jaune, bouillie* (sans sel), égouttée",calc. from / de 02_013,Ipomea batatas,A010C#F28.A07GL$F10.A0CQE$F10.A0F5H,"Sweet potatoes, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Yellow",No,Flesh-related color missing. It was added as qualitative info
02_083,"Sweet potato, deep fried in unfortified vegetable oil*","Patate douce, frite dans de l’huile végétale non enrichie*",calc. from recipe / de recette,Ipomoea batatas,-,-,-,Flesh-related color missing. It was added as qualitative info
02_015,"Taro, tuber, white, raw","Taro, tubercule, blanc, cru","3GH, 11E(Taro, tuber, raw / Taro, tubercule crue), 22N, AU14(13A11740), IN17(F004), NG1016, PH104, US28(11518)",Colocasia esculenta,A010B#F28.A07HS$F10.A0F2R,"Taros, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_074,"Taro, tuber, white, boiled* (as part of a recipe)","Taro, tubercule, blanc, bouilli* (ingrédient de recette)",calc. from / de 02_015,Colocasia esculenta,A010B#F28.A07GL$F10.A0F2R,"Taros, PROCESS = Boiling, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_016,"Taro, tuber, white, boiled* (without salt), drained","Taro, tubercule, blanc, bouilli* (sans sel), égoutté",calc. from / de 02_015,Colocasia esculenta,A010B#F28.A07GL$F10.A0CQE$F10.A0F2R,"Taros, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = White",No,Flesh-related color missing. It was added as qualitative info
02_026,"Tiger nut, tuber, dried","Souchet comestible (« noix tigrée »), tubercule, séché","2P(78), 3EB, FAO(258), 02_024",Cyperus esculentus L.,A00ZQ#F27.A00QZ,"Dried vegetables, SOURCE-COMMODITIES = Tigernuts",Yes,
02_024,"Tiger nut, tuber, raw","Souchet comestible (« noix tigrée »), tubercule, cru","2P(77), 3EB, FAO(257), GH2000",Cyperus esculentus L.,A00QZ#F28.A07HS,"Tigernuts, PROCESS = Raw, no heat treatment",Yes,Species is missing
02_075,"Tiger nut, tuber, boiled* (as part of a recipe)","Souchet comestible (« noix tigrée »), tubercule, bouilli* (ingrédient de recette)",calc. from / de 02_024,Cyperus esculentus L.,A00QZ#F28.A07GL,"Tigernuts, PROCESS = Boiling",Yes,Flesh-related color missing. It was added as qualitative info
02_025,"Tiger nut, tuber, boiled* (without salt), drained","Souchet comestible (« noix tigrée »), tubercule, bouilli* (sans sel), égoutté",calc. from / de 02_024,Cyperus esculentus L.,A00QZ#F28.A07GL$F10.A0CQE,"Tigernuts, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt",Yes,
02_017,"Water yam, tuber, raw","Grande igname, tubercule, crue","1T(103), 2P(76), 3B(Yam / Dioscorea alata), 6N, 22N, IN17(F018), MA1018, US28(11601), 02_019",Dioscorea alata,A010D#F28.A07HS$F26.A07XE,"Yams, PROCESS = Raw, no heat treatment, GENERIC-TERM = Other",No,Flesh-related color missing. It was added as qualitative info
02_076,"Water yam, tuber, boiled* (as part of a recipe)","Grande igname, tubercule, bouillie* (ingrédient de recette)",calc. from / de 02_017,Dioscorea alata,A010D#F28.A07GL$F26.A07XE,"Yams, PROCESS = Boiling, GENERIC-TERM = Other",No,Flesh-related color missing. It was added as qualitative info
02_018,"Water yam, tuber, boiled* (without salt), drained","Grande igname, tubercule, bouillie* (sans sel), égouttée",calc. from / de 02_017,Dioscorea alata,A010D#F28.A07GL$F10.A0CQE$F26.A07XE,"Yams, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt, GENERIC-TERM = Other",No,-
02_082,"Yam, tuber, deep fried in unfortified vegetable oil*","Igname, tubercule, frit dans l’huile végétale non enrichie*",calc. from recipe / de recette,Dioscorea spp.,-,-,-,-
02_036,"Yam, tuber, flour, from white yam tuber","Igname, tubercule, blanc, farine","CTA(43), BF1044, IN17(F018), NG1193, US28(11601), 02_019",Dioscorea spp.,A16RD#F27.A010D$F28.A07LA$F10.A0F2R$F03.A06JD,"Dried starchy roots and tuber products, SOURCE-COMMODITIES = Yams, PROCESS = Grinding / milling / crushing, QUALITATIVE-INFO = White, PHYSICAL-STATE = Powder",No,-
02_019,"Yam, tuber, pale, raw","Igname, tubercule, chair pâle, cru","1P(32), 2P(67), 3B(Yam / Dioscorea praehensis), 3P(5), 4E(Yam, white, raw / Ignam blanche crue), 6N, 12B(Yam, raw / Ignames, nouvelle récolte), 22N, CTA(44), IN17(F018), NG1111, NG1106, NG1212, US28(11601)",Dioscorea spp.,A010D#F28.A07HS$F10.A0F2Z,"Yams, PROCESS = Raw, no heat treatment, QUALITATIVE-INFO = Pale/light colour",No,-
